"","timestamp","year","month","day","hour","event_number","avg_temp_degC","avg_pressure_hPa","avg_rel_humidity","ambient_humidity","final_humidity","ambient_CO2_kg","ambient_CO2_ppm","beta","duration_sec","change_in_CO2_kg","X1st_order_beta_0","X1st_order_beta_0_max","X1st_order_beta_0_min","X1st_order_r_sq","X2nd_order_beta_0","X2nd_order_beta_0_max","X2nd_order_beta_0_min","X2nd_order_beta_1","X2nd_order_beta_1_max","X2nd_order_beta_1_min","X2nd_order_r_sq","flux_umol_m2_sec","flux_max_umol_m2_sec","flux_min_umol_m2_sec","qaqc_flags","datafile","chamber_volume_cm3","chamber_area_cm2","treatment","block","location","replicate","BOTID","timestamp.b","regr","R2","abs_uncertainty","rel_uncertainty","day_night_ID"
"39","2019-08-24T20:55:21+00:00",2019,8,24,21,423,17.7,827.9,74.7,70.8,75.8,9.4e-07,221,1.08e-08,278,2.99e-06,7.09e-09,7.32e-09,6.86e-09,0.888,1.077e-08,1.08e-08,1.07e-08,-1.76e-11,3.7e-11,-7.23e-11,0.994,16.823,16.908,16.737,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-24 21:00:00,"Q",0.994,0.0855000000000015,0.00508232776555914,NA
"40","2019-08-24T21:55:21+00:00",2019,8,24,22,424,16.8,829.1,79.5,77.7,79.8,8.67e-07,217,1.03e-08,278,2.87e-06,6.32e-09,6.58e-09,6.06e-09,0.802,1.034e-08,1.04e-08,1.03e-08,-1.93e-11,5.53e-11,-9.38e-11,0.984,16.148,16.265,16.032,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-24 22:00:00,"Q",0.984,0.1165,0.00721451572950212,NA
"41","2019-08-24T22:55:21+00:00",2019,8,24,23,425,16.2,829.5,85.1,83.4,84.7,9.25e-07,237,1.37e-08,278,3.8e-06,7.61e-09,8e-09,7.23e-09,0.652,1.366e-08,1.38e-08,1.36e-08,-2.9e-11,6.7e-11,-1.25e-10,0.978,21.336,21.486,21.186,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-24 23:00:00,"Q",0.978,0.15,0.00703037120359957,NA
"42","2019-08-24T23:55:21+00:00",2019,8,25,0,426,15.7,829.8,86.9,86.2,86.4,9.26e-07,229,1.03e-08,278,2.88e-06,6.21e-09,6.47e-09,5.94e-09,0.809,1.035e-08,1.04e-08,1.03e-08,-1.98e-11,4.26e-11,-8.23e-11,0.989,16.157,16.255,16.06,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 00:00:00,"Q",0.989,0.0975000000000001,0.00603453611437768,NA
"43","2019-08-25T00:55:21+00:00",2019,8,25,1,427,15.3,829.8,90.2,89.1,89.6,9.15e-07,232,1.35e-08,278,3.75e-06,7.73e-09,8.09e-09,7.37e-09,0.735,1.348e-08,1.35e-08,1.34e-08,-2.75e-11,3.94e-11,-9.45e-11,0.991,21.046,21.151,20.942,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 01:00:00,"Q",0.991,0.1045,0.00496531407393328,NA
"44","2019-08-25T01:55:21+00:00",2019,8,25,2,428,14.9,825.3,90.1,89.8,89.4,9.57e-07,236,1.07e-08,278,2.99e-06,6.33e-09,6.61e-09,6.06e-09,0.79,1.075e-08,1.08e-08,1.07e-08,-2.11e-11,1.5e-11,-5.73e-11,0.996,16.788,16.845,16.732,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 02:00:00,"Q",0.996,0.0564999999999998,0.00336549916607099,NA
"45","2019-08-25T02:55:21+00:00",2019,8,25,3,429,14.7,819.6,89.3,88.4,88.6,9.52e-07,245,9.19e-09,278,2.55e-06,4.78e-09,5.06e-09,4.5e-09,0.497,9.191e-09,9.26e-09,9.13e-09,-2.11e-11,4.42e-11,-8.65e-11,0.973,14.353,14.455,14.251,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 03:00:00,"Q",0.973,0.102,0.00710652825193342,NA
"46","2019-08-25T03:55:21+00:00",2019,8,25,4,430,14.1,819.4,87.5,86.7,87,1.01e-06,249,4.27e-09,278,1.19e-06,2.48e-09,2.6e-09,2.36e-09,0.675,4.266e-09,4.31e-09,4.22e-09,-8.56e-12,3.82e-11,-5.53e-11,0.951,6.662,6.735,6.589,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 04:00:00,"Q",0.951,0.073,0.0109576703692585,NA
"47","2019-08-25T04:55:21+00:00",2019,8,25,5,431,14,819.7,87.3,86.5,87.1,1.02e-06,243,5.58e-09,278,1.55e-06,3.97e-09,4.08e-09,3.86e-09,0.916,5.576e-09,5.63e-09,5.52e-09,-7.68e-12,4.51e-11,-6.04e-11,0.982,8.709,8.791,8.626,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 05:00:00,"Q",0.982,0.0825000000000005,0.00947295900792289,NA
"48","2019-08-25T05:55:21+00:00",2019,8,25,6,432,15,820.6,87.2,86.5,87,9.67e-07,238,4.39e-09,278,1.22e-06,3.16e-09,3.25e-09,3.08e-09,0.922,4.389e-09,4.43e-09,4.34e-09,-5.87e-12,3.9e-11,-5.07e-11,0.98,6.854,6.924,6.784,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 06:00:00,"Q",0.98,0.0700000000000003,0.0102130142982201,NA
"49","2019-08-25T06:55:21+00:00",2019,8,25,7,433,15,820.7,85.6,84.6,85.5,1.02e-06,244,6.16e-09,278,1.71e-06,4.35e-09,4.47e-09,4.23e-09,0.933,6.155e-09,6.19e-09,6.12e-09,-8.63e-12,2.83e-11,-4.56e-11,0.993,9.612,9.67,9.555,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 07:00:00,"Q",0.993,0.0575000000000001,0.00598210570120684,NA
"50","2019-08-25T07:55:21+00:00",2019,8,25,8,434,18.7,822.7,77.5,73.9,78,9.2e-07,224,7.33e-09,278,2.04e-06,5.21e-09,5.35e-09,5.06e-09,0.932,7.333e-09,7.39e-09,7.27e-09,-1.02e-11,4.85e-11,-6.89e-11,0.989,11.452,11.544,11.361,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 08:00:00,"Q",0.989,0.0914999999999999,0.00798987076493188,NA
"51","2019-08-25T08:55:21+00:00",2019,8,25,9,435,24.1,828.1,55.3,52,56.1,9.36e-07,216,5.66e-09,278,1.57e-06,4.08e-09,4.21e-09,3.95e-09,0.929,5.66e-09,5.74e-09,5.58e-09,-7.55e-12,7.69e-11,-9.2e-11,0.97,8.839,8.971,8.707,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-08-25 09:00:00,"Q",0.97,0.132,0.0149338160425387,NA
